league,season,rank,clubId,clubName,matches,wins,draws,losses,goalsFor,goalsAgainst,goalDiff,points,pointsRaw
L1,1992,10,33,FC Schalke 04,34,11,12,11,42,43,-1,45,34:34
L1,1992,11,41,Hamburger SV,34,8,15,11,42,44,-2,39,31:37
L1,1992,12,3,1. FC Köln,34,12,4,18,41,51,-10,40,28:40
L1,1992,13,4,1.FC Nuremberg,34,10,8,16,30,47,-17,38,28:40
L1,1992,14,97,Wattenscheid 09,34,10,8,16,46,67,-21,38,28:40
L1,1992,15,129,Dynamo Dresden,34,7,13,14,32,49,-17,34,27:41
L1,1992,16,80,VfL Bochum,34,8,10,16,45,52,-7,34,26:42
L1,1992,17,95,Bay. Uerdingen,34,7,10,17,35,64,-29,31,24:44
L1,1992,18,1,Saarbrücken,34,5,13,16,37,71,-34,28,23:45
L1,1991,1,79,VfB Stuttgart,38,21,10,7,62,32,30,73,52:24
L1,1991,2,16,Bor. Dortmund,38,20,12,6,66,47,19,72,52:24
L1,1991,3,24,E. Frankfurt,38,18,14,6,76,41,35,68,50:26
L1,1991,4,3,1. FC Köln,38,13,18,7,58,41,17,57,44:32
L1,1991,5,2,1.FC K'lautern,38,17,10,11,58,42,16,61,44:32
L1,1991,6,15,Bay. Leverkusen,38,15,13,10,53,39,14,58,43:33
L1,1991,7,4,1.FC Nuremberg,38,18,7,13,54,51,3,61,43:33
L1,1991,8,48,Karlsruher SC,38,16,9,13,48,50,-2,57,41:35
L1,1991,9,86,Werder Bremen,38,11,16,11,44,45,-1,49,38:38
L1,1991,10,27,Bayern Munich ,38,13,10,15,59,61,-2,49,36:40
L1,1991,11,33,FC Schalke 04,38,11,12,15,45,45,0,45,34:42
L1,1991,12,41,Hamburger SV,38,9,16,13,32,43,-11,43,34:42
L1,1991,13,18,Bor. M'gladbach,38,10,14,14,37,49,-12,44,34:42
L1,1991,14,129,Dynamo Dresden,38,12,10,16,34,50,-16,46,34:42
L1,1991,15,80,VfL Bochum,38,10,13,15,38,55,-17,43,33:43
L1,1991,16,97,Wattenscheid 09,38,9,14,15,50,60,-10,41,32:44
L1,1991,17,71,Stuttg. Kickers,38,10,11,17,53,64,-11,41,31:45
L1,1991,18,30,Hansa Rostock,38,10,11,17,43,55,-12,41,31:45
L1,1991,19,52,MSV Duisburg,38,7,16,15,43,55,-12,37,30:46
L1,1991,20,38,F. Düsseldorf,38,6,12,20,41,69,-28,30,24:52
L1,1990,1,2,1.FC K'lautern,34,19,10,5,72,45,27,67,48:20
L1,1990,2,27,Bayern Munich ,34,18,9,7,74,41,33,63,45:23
L1,1990,3,86,Werder Bremen,34,14,14,6,46,29,17,56,42:26
L1,1990,4,24,E. Frankfurt,34,15,10,9,63,40,23,55,40:28
L1,1990,5,41,Hamburger SV,34,16,8,10,60,38,22,56,40:28
L1,1990,6,79,VfB Stuttgart,34,14,10,10,57,44,13,52,38:30
L1,1990,7,3,1. FC Köln,34,13,11,10,50,43,7,50,37:31
L1,1990,8,15,Bay. Leverkusen,34,11,13,10,47,46,1,46,35:33
L1,1990,9,18,Bor. M'gladbach,34,9,17,8,49,54,-5,44,35:33
L1,1990,10,16,Bor. Dortmund,34,10,14,10,46,57,-11,44,34:34
L1,1990,11,97,Wattenscheid 09,34,9,15,10,42,51,-9,42,33:35
L1,1990,12,38,F. Düsseldorf,34,11,10,13,40,49,-9,43,32:36
L1,1990,13,48,Karlsruher SC,34,8,15,11,46,52,-6,39,31:37
L1,1990,14,80,VfL Bochum,34,9,11,14,50,52,-2,38,29:39
L1,1990,15,4,1.FC Nuremberg,34,10,9,15,40,54,-14,39,29:39
L1,1990,16,35,FC St. Pauli,34,6,15,13,33,53,-20,33,27:41
L1,1990,17,95,Bay. Uerdingen,34,5,13,16,34,54,-20,28,23:45
L1,1990,18,44,Hertha BSC,34,3,8,23,37,84,-47,17,14:54
