league,season,rank,clubId,clubName,matches,wins,draws,losses,goalsFor,goalsAgainst,goalDiff,points,pointsRaw
TR1,1992,12,820,Genclerbirligi,1,0,0,1,0,3,-3,0,0
TR1,1992,13,518,Sariyer,1,0,0,1,0,4,-4,0,0
TR1,1992,14,524,Gaziantepspor,1,0,0,1,0,4,-4,0,0
TR1,1992,15,3202,Bakirköyspor,1,0,0,1,0,4,-4,0,0
TR1,1992,16,3205,BB Erciyesspor,1,0,0,1,2,7,-5,0,0
TR1,1991,1,449,Trabzonspor,1,1,0,0,4,1,3,3,3
TR1,1991,2,3207,Boluspor,1,1,0,0,4,1,3,3,3
TR1,1991,3,141,Galatasaray,1,1,0,0,2,0,2,3,3
TR1,1991,4,868,Ankaragücü,1,1,0,0,2,0,2,3,3
TR1,1991,5,2376,Aydinspor 1923,1,1,0,0,2,1,1,3,3
TR1,1991,6,524,Gaziantepspor,1,1,0,0,1,0,1,3,3
TR1,1991,7,820,Genclerbirligi,1,0,1,0,1,1,0,1,1
TR1,1991,8,114,Besiktas,1,0,1,0,1,1,0,1,1
TR1,1991,9,20,Bursaspor,1,0,1,0,0,0,0,1,1
TR1,1991,10,2293,Konyaspor,1,0,1,0,0,0,0,1,1
TR1,1991,11,36,Fenerbahce,1,0,0,1,1,2,-1,0,0
TR1,1991,12,3840,Adana Demirspor,1,0,0,1,0,1,-1,0,0
TR1,1991,13,518,Sariyer,1,0,0,1,0,2,-2,0,0
TR1,1991,14,3202,Bakirköyspor,1,0,0,1,0,2,-2,0,0
TR1,1991,15,152,Samsunspor,1,0,0,1,1,4,-3,0,0
TR1,1991,16,2375,Altay,1,0,0,1,1,4,-3,0,0
TR1,1990,1,3202,Bakirköyspor,1,1,0,0,7,1,6,3,3
TR1,1990,2,2376,Aydinspor 1923,1,1,0,0,6,1,5,3,3
TR1,1990,3,449,Trabzonspor,1,1,0,0,2,0,2,3,3
TR1,1990,4,518,Sariyer,1,1,0,0,2,0,2,3,3
TR1,1990,5,820,Genclerbirligi,1,1,0,0,2,0,2,3,3
TR1,1990,6,6,Adanaspor,1,1,0,0,2,1,1,3,3
TR1,1990,7,114,Besiktas,1,1,0,0,1,0,1,3,3
TR1,1990,8,3207,Boluspor,1,0,1,0,1,1,0,1,1
TR1,1990,9,141,Galatasaray,1,0,1,0,1,1,0,1,1
TR1,1990,10,2293,Konyaspor,1,0,0,1,1,2,-1,0,0
TR1,1990,11,524,Gaziantepspor,1,0,0,1,0,1,-1,0,0
TR1,1990,12,20,Bursaspor,1,0,0,1,0,2,-2,0,0
TR1,1990,13,2330,Karsiyaka,1,0,0,1,0,2,-2,0,0
TR1,1990,14,5745,Zeytinburnuspor,1,0,0,1,0,2,-2,0,0
TR1,1990,15,36,Fenerbahce,1,0,0,1,1,6,-5,0,0
TR1,1990,16,868,Ankaragücü,1,0,0,1,1,7,-6,0,0
