league,season,rank,clubId,clubName,matches,wins,draws,losses,goalsFor,goalsAgainst,goalDiff,points,pointsRaw
IT1,1995,9,2655,Vicenza,34,13,10,11,36,37,-1,49,49
IT1,1995,10,1390,Cagliari Calcio,34,11,8,15,34,47,-13,41,41
IT1,1995,11,410,Udinese,34,11,8,15,41,49,-8,41,41
IT1,1995,12,6195,SSC Napoli,34,10,11,13,28,41,-13,41,41
IT1,1995,13,800,Atalanta,34,11,6,17,38,50,-12,39,39
IT1,1995,14,1408,Piacenza FC,34,9,10,15,31,48,-17,37,37
IT1,1995,15,332,Bari,34,8,8,18,49,71,-22,32,32
IT1,1995,16,416,Torino,34,6,11,17,28,46,-18,29,29
IT1,1995,17,2239,Cremonese,34,5,12,17,37,57,-20,27,27
IT1,1995,18,3037,Padova,34,7,3,24,41,79,-38,24,24
IT1,1994,1,506,Juventus,34,23,4,7,59,32,27,73,73
IT1,1994,2,130,AC Parma,34,18,9,7,51,31,20,63,63
IT1,1994,3,398,Lazio,34,19,6,9,69,34,35,63,63
IT1,1994,4,5,Milan,34,17,9,8,53,32,21,60,60
IT1,1994,5,12,AS Roma,34,16,11,7,46,25,21,59,59
IT1,1994,6,46,Inter,34,14,10,10,39,34,5,52,52
IT1,1994,7,6195,SSC Napoli,34,13,12,9,40,45,-5,51,51
IT1,1994,8,1038,Sampdoria,34,13,11,10,51,37,14,50,50
IT1,1994,9,1390,Cagliari Calcio,34,13,10,11,40,39,1,49,49
IT1,1994,10,430,Fiorentina,34,12,11,11,61,57,4,47,47
IT1,1994,11,416,Torino,34,12,9,13,44,48,-4,45,45
IT1,1994,12,332,Bari,34,12,8,14,40,43,-3,44,44
IT1,1994,13,2239,Cremonese,34,11,8,15,35,38,-3,41,41
IT1,1994,14,252,Genoa,34,10,10,14,34,49,-15,40,40
IT1,1994,15,3037,Padova,34,12,4,18,37,58,-21,40,40
IT1,1994,16,704,Foggia,34,8,10,16,32,50,-18,34,34
IT1,1994,17,5621,Reggiana,34,4,6,24,24,56,-32,18,18
IT1,1994,18,19,Brescia,34,2,6,26,18,65,-47,12,12
IT1,1993,1,5,Milan,34,19,12,3,36,15,21,69,50:18
IT1,1993,2,506,Juventus,34,17,13,4,58,25,33,64,47:21
IT1,1993,3,1038,Sampdoria,34,18,8,8,64,39,25,62,44:24
IT1,1993,4,398,Lazio,34,17,10,7,55,40,15,61,44:24
IT1,1993,5,130,AC Parma,34,17,7,10,50,35,15,58,41:27
IT1,1993,6,6195,SSC Napoli,34,12,12,10,41,35,6,48,36:32
IT1,1993,7,12,AS Roma,34,10,15,9,35,30,5,45,35:33
IT1,1993,8,416,Torino,34,11,12,11,39,37,2,45,34:34
IT1,1993,9,704,Foggia,34,10,13,11,46,46,0,43,33:35
IT1,1993,10,252,Genoa,34,8,16,10,32,40,-8,40,32:36
IT1,1993,11,1390,Cagliari Calcio,34,10,12,12,39,48,-9,42,32:36
IT1,1993,12,2239,Cremonese,34,9,14,11,41,41,0,41,32:36
IT1,1993,13,5621,Reggiana,34,10,11,13,29,37,-8,41,31:37
IT1,1993,14,46,Inter,34,11,9,14,46,45,1,42,31:37
IT1,1993,15,1408,Piacenza FC,34,8,14,12,32,43,-11,38,30:38
IT1,1993,16,410,Udinese,34,7,14,13,35,48,-13,35,28:40
IT1,1993,17,800,Atalanta,34,5,11,18,35,65,-30,26,21:47
IT1,1993,18,1005,Lecce,34,3,5,26,28,72,-44,14,11:57
IT1,1992,1,5,Milan,34,18,14,2,65,32,33,68,50:18
IT1,1992,2,46,Inter,34,17,12,5,59,36,23,63,46:22
IT1,1992,3,130,AC Parma,34,16,9,9,47,34,13,57,41:27
IT1,1992,4,506,Juventus,34,15,9,10,59,47,12,54,39:29
IT1,1992,5,398,Lazio,34,13,12,9,65,51,14,51,38:30
IT1,1992,6,1390,Cagliari Calcio,34,14,9,11,45,33,12,51,37:31
IT1,1992,7,1038,Sampdoria,34,12,12,10,50,48,2,48,36:32
IT1,1992,8,800,Atalanta,34,14,8,12,42,44,-2,50,36:32
IT1,1992,9,416,Torino,34,9,17,8,38,38,0,44,35:33
IT1,1992,10,12,AS Roma,34,8,17,9,42,39,3,41,33:35
IT1,1992,11,6195,SSC Napoli,34,10,12,12,49,50,-1,42,32:36
IT1,1992,12,704,Foggia,34,10,12,12,39,55,-16,42,32:36
IT1,1992,13,252,Genoa,34,7,17,10,41,55,-14,38,31:37
IT1,1992,14,410,Udinese,34,10,10,14,42,48,-6,40,30:38
IT1,1992,15,19,Brescia,34,9,12,13,36,44,-8,39,30:38
IT1,1992,16,430,Fiorentina,34,8,14,12,53,56,-3,38,30:38
IT1,1992,17,1388,Ancona,34,6,7,21,39,73,-34,25,19:49
IT1,1992,18,2921,Pescara,34,6,5,23,47,75,-28,23,17:51
IT1,1991,1,5,Milan,34,22,12,0,74,21,53,78,56:12
IT1,1991,2,506,Juventus,34,18,12,4,45,22,23,66,48:20
IT1,1991,3,416,Torino,34,14,15,5,42,20,22,57,43:25
IT1,1991,4,6195,SSC Napoli,34,15,12,7,56,40,16,57,42:26
IT1,1991,5,12,AS Roma,34,13,14,7,37,31,6,53,40:28
IT1,1991,6,1038,Sampdoria,34,11,16,7,38,31,7,49,38:30
IT1,1991,7,130,AC Parma,34,11,16,7,32,28,4,49,38:30
IT1,1991,8,46,Inter,34,10,17,7,28,28,0,47,37:31
IT1,1991,9,704,Foggia,34,12,11,11,58,58,0,47,35:33
IT1,1991,10,398,Lazio,34,11,12,11,43,40,3,45,34:34
IT1,1991,11,800,Atalanta,34,10,14,10,31,33,-2,44,34:34
IT1,1991,12,430,Fiorentina,34,10,12,12,44,41,3,42,32:36
IT1,1991,13,1390,Cagliari Calcio,34,7,15,12,30,34,-4,36,29:39
IT1,1991,14,252,Genoa,34,9,11,14,35,47,-12,38,29:39
IT1,1991,15,332,Bari,34,6,10,18,26,47,-21,28,22:46
IT1,1991,16,276,Verona,34,7,7,20,24,57,-33,28,21:47
IT1,1991,17,2239,Cremonese,34,5,10,19,27,49,-22,25,20:48
IT1,1991,18,408,Ascoli,34,4,6,24,25,68,-43,18,14:54
IT1,1990,1,1038,Sampdoria,34,20,11,3,57,24,33,71,51:17
IT1,1990,2,5,Milan,34,18,10,6,46,19,27,64,46:22
IT1,1990,3,46,Inter,34,18,10,6,56,31,25,64,46:22
IT1,1990,4,252,Genoa,34,14,12,8,51,36,15,54,40:28
IT1,1990,5,130,AC Parma,34,13,12,9,35,31,4,51,38:30
IT1,1990,6,416,Torino,34,12,14,8,40,29,11,50,38:30
IT1,1990,7,6195,SSC Napoli,34,11,15,8,37,37,0,48,37:31
IT1,1990,8,506,Juventus,34,13,11,10,45,32,13,50,37:31
IT1,1990,9,12,AS Roma,34,11,14,9,43,37,6,47,36:32
IT1,1990,10,800,Atalanta,34,11,13,10,38,37,1,46,35:33
IT1,1990,11,398,Lazio,34,8,19,7,33,36,-3,43,35:33
IT1,1990,12,430,Fiorentina,34,8,15,11,40,34,6,39,31:37
IT1,1990,13,332,Bari,34,9,11,14,41,47,-6,38,29:39
IT1,1990,14,1390,Cagliari Calcio,34,6,17,11,29,44,-15,35,29:39
IT1,1990,15,1005,Lecce,34,6,13,15,20,47,-27,31,25:43
IT1,1990,16,4172,AC Pisa,34,8,6,20,34,60,-26,30,22:46
IT1,1990,17,1429,AC Cesena,34,5,9,20,28,58,-30,24,19:49
IT1,1990,18,1025,Bologna,34,4,10,20,29,63,-34,22,18:50
