date,fee,fromCountry,fromTeamId,fromTeamName,id,mv,playerName,season,toCountry,toTeamId,toTeamName
"Jan 1, 2008",?,Ireland,3930,Bray Wanderers ,43913,-,Clive Delaney,07/08,Ireland,920,Derry City 
"Jan 1, 2007",Free transfer,Northern Ireland,920,Derry City ,43913,-,Clive Delaney,06/07,Ireland,3930,Bray Wanderers 
"Jul 1, 2004",?,Ireland,1189,St. Patricks ,43913,-,Clive Delaney,04/05,Northern Ireland,920,Derry City 
"Jan 1, 2010",Free transfer,Ireland,4287,Longford Town ,3607,200 Th. €,Michael Foley-Sheridan,09/10,,75,Unknown 
"Jul 1, 2009",Free transfer,Ireland,4277,Drogheda United ,3607,200 Th. €,Michael Foley-Sheridan,09/10,Ireland,4287,Longford Town 
"Jan 1, 2009",Free transfer,Ireland,7609,Waterford Utd. ,3607,200 Th. €,Michael Foley-Sheridan,08/09,Ireland,4277,Drogheda United 
"Jul 1, 2007",Free transfer,Ireland,1189,St. Patricks ,3607,200 Th. €,Michael Foley-Sheridan,07/08,Ireland,7609,Waterford Utd. 
"Jul 1, 2004",Free transfer,England,31,Liverpool ,3607,-,Michael Foley-Sheridan,04/05,Ireland,1189,St. Patricks 
"Jul 1, 2002",-,England,6922,Liverpool U18 ,3607,-,Michael Foley-Sheridan,02/03,England,31,Liverpool 
"Jan 1, 2014",-,Ireland,9211,Bohemians ,24588,150 Th. €,Owen Heary,13/14,,123,End of career 
"Jul 1, 2006",Free transfer,Ireland,3909,Shelbourne ,24588,-,Owen Heary,06/07,Ireland,9211,Bohemians 
"Jul 1, 1998",Free transfer,Ireland,15288,Home Farm ,24588,-,Owen Heary,98/99,Ireland,3909,Shelbourne 
"Jan 22, 2015",Free transfer,Ireland,6066,Dundalk FC ,43917,100 Th. €,Ruaidhri Higgins,14/15,Northern Ireland,3831,Coleraine 
"Jan 14, 2014",Free transfer,Ireland,920,Derry City ,43917,100 Th. €,Ruaidhri Higgins,13/14,Ireland,6066,Dundalk FC 
"Jan 1, 2011",Free transfer,Ireland,9211,Bohemians ,43917,100 Th. €,Ruaidhri Higgins,10/11,Ireland,920,Derry City 
"Jan 1, 2010",Free transfer,Ireland,920,Derry City ,43917,100 Th. €,Ruaidhri Higgins,09/10,Ireland,9211,Bohemians 
"Jul 1, 2004",?,England,990,Coventry City ,43917,-,Ruaidhri Higgins,04/05,Northern Ireland,920,Derry City 
"Jan 1, 2015",-,Ireland,4287,Longford Town ,16015,50 Th. €,Peter Hynes,14/15,,515,Unattached 
"Jan 1, 2014",Free transfer,Ireland,4277,Drogheda United ,16015,50 Th. €,Peter Hynes,13/14,Ireland,4287,Longford Town 
"Jan 1, 2012",Free transfer,Ireland,4286,Limerick FC ,16015,50 Th. €,Peter Hynes,11/12,Ireland,4277,Drogheda United 
"Jan 1, 2011",Free transfer,Ireland,4287,Longford Town ,16015,50 Th. €,Peter Hynes,10/11,Ireland,4286,Limerick FC 
"Jan 1, 2010",Free transfer,Ireland,3909,Shelbourne ,16015,50 Th. €,Peter Hynes,09/10,Ireland,4287,Longford Town 
"Jan 1, 2009",Free transfer,Ireland,18232,Sporting Fingal ,16015,50 Th. €,Peter Hynes,08/09,Ireland,3909,Shelbourne 
"Jan 1, 2008",Free transfer,Ireland,920,Derry City ,16015,50 Th. €,Peter Hynes,07/08,Ireland,18232,Sporting Fingal 
"Feb 1, 2007",Free transfer,Northern Ireland,6068,Newry City ,16015,50 Th. €,Peter Hynes,06/07,Northern Ireland,920,Derry City 
"Jul 1, 2006",Free transfer,England,3539,Tamworth ,16015,50 Th. €,Peter Hynes,06/07,Northern Ireland,6068,Newry City 
"Jul 1, 2004",Free transfer,England,405,Aston Villa ,16015,-,Peter Hynes,04/05,England,3539,Tamworth 
"Feb 1, 2004",End of loan,England,3371,Cheltenham Town ,16015,-,Peter Hynes,03/04,England,405,Aston Villa 
"Jan 1, 2004",Loan,England,405,Aston Villa ,16015,-,Peter Hynes,03/04,England,3371,Cheltenham Town 
"Dec 1, 2003",End of loan,England,2454,Doncaster Rov. ,16015,-,Peter Hynes,03/04,England,405,Aston Villa 
"Nov 1, 2003",Loan,England,405,Aston Villa ,16015,-,Peter Hynes,03/04,England,2454,Doncaster Rov. 
"Jul 1, 2002",-,England,6933,Aston Villa U18 ,16015,-,Peter Hynes,02/03,England,405,Aston Villa 
"Jan 1, 2013",Free transfer,Ireland,4273,Athlone Town ,43920,50 Th. €,Pat Jennings,12/13,Ireland,1189,St. Patricks 
"Jan 1, 2012",Free transfer,Northern Ireland,3463,Glenavon ,43920,50 Th. €,Pat Jennings,11/12,Ireland,4273,Athlone Town 
"Jan 1, 2011",?,Ireland,3258,Shamrock Rovers ,43920,50 Th. €,Pat Jennings,10/11,Northern Ireland,3463,Glenavon 
"Jul 1, 2010",Free transfer,Ireland,920,Derry City ,43920,50 Th. €,Pat Jennings,10/11,Ireland,3258,Shamrock Rovers 
"Dec 31, 2008",End of loan,Ireland,8780,Sligo Rovers ,43920,50 Th. €,Pat Jennings,08/09,Ireland,920,Derry City 
"Jan 1, 2008",Loan,Ireland,920,Derry City ,43920,-,Pat Jennings,07/08,Ireland,8780,Sligo Rovers 
"Jul 1, 2003",?,Ireland,6069,UCD ,43920,-,Pat Jennings,03/04,Northern Ireland,920,Derry City 
"Jan 1, 2016",Free transfer,Ireland,920,Derry City ,10257,250 Th. €,Mark Quigley,15/16,Ireland,9211,Bohemians 
"Jul 6, 2015",-,Ireland,123,End of career ,10257,250 Th. €,Mark Quigley,15/16,,920,Derry City 
"Jan 1, 2015",-,Ireland,1189,St. Patricks ,10257,250 Th. €,Mark Quigley,14/15,,123,End of career 
"Jan 1, 2014",Free transfer,Ireland,3258,Shamrock Rovers ,10257,250 Th. €,Mark Quigley,13/14,Ireland,1189,St. Patricks 
"Jan 1, 2013",Free transfer,Ireland,8780,Sligo Rovers ,10257,250 Th. €,Mark Quigley,12/13,Ireland,3258,Shamrock Rovers 
"Jan 1, 2012",Free transfer,Ireland,6066,Dundalk FC ,10257,250 Th. €,Mark Quigley,11/12,Ireland,8780,Sligo Rovers 
"Jan 1, 2011",Free transfer,Ireland,9211,Bohemians ,10257,250 Th. €,Mark Quigley,10/11,Ireland,6066,Dundalk FC 
"Jan 1, 2010",Free transfer,Ireland,1189,St. Patricks ,10257,250 Th. €,Mark Quigley,09/10,Ireland,9211,Bohemians 
"Jul 1, 2005",Free transfer,England,1028,Millwall ,10257,50 Th. €,Mark Quigley,05/06,Ireland,1189,St. Patricks 
"Jul 1, 2003",-,England,14620,Millwall U18 ,10257,-,Mark Quigley,03/04,England,1028,Millwall 
"Jul 1, 2011",Free transfer,Ireland,9212,Galway United ,10002,75 Th. €,Brian Cash,11/12,,75,Unknown 
"Jan 1, 2011",Free transfer,Ireland,1189,St. Patricks ,10002,75 Th. €,Brian Cash,10/11,Ireland,9212,Galway United 
"Jan 1, 2010",Free transfer,Ireland,8780,Sligo Rovers ,10002,75 Th. €,Brian Cash,09/10,Ireland,1189,St. Patricks 
"Jul 1, 2005",Free transfer,Northern Ireland,920,Derry City ,10002,50 Th. €,Brian Cash,05/06,Ireland,8780,Sligo Rovers 
"Feb 1, 2005",Free transfer,England,2455,Bristol Rovers ,10002,50 Th. €,Brian Cash,04/05,Northern Ireland,920,Derry City 
"Dec 1, 2004",Free transfer,England,703,Nottm Forest ,10002,50 Th. €,Brian Cash,04/05,England,2455,Bristol Rovers 
"Sep 1, 2004",End of loan,England,1088,Rochdale AFC ,10002,-,Brian Cash,04/05,England,703,Nottm Forest 
"Aug 1, 2004",Loan,England,703,Nottm Forest ,10002,-,Brian Cash,04/05,England,1088,Rochdale AFC 
"Nov 1, 2002",End of loan,Wales,2288,Swansea ,10002,-,Brian Cash,02/03,England,703,Nottm Forest 
"Oct 1, 2002",Loan,England,703,Nottm Forest ,10002,-,Brian Cash,02/03,Wales,2288,Swansea 
"Jul 1, 1999",-,England,38588,Nottingham U21 ,10002,-,Brian Cash,99/00,England,703,Nottm Forest 
"Jan 30, 2015",Free transfer,Ireland,8780,Sligo Rovers ,24595,75 Th. â‚¬,Joseph Cyrille Ndo,14/15,Ireland,46967,Arrow Harps 
"Dec 31, 2014",End of loan,Ireland,4286,Limerick FC ,24595,75 Th. â‚¬,Joseph Cyrille Ndo,14/15,Ireland,8780,Sligo Rovers 
"Jul 30, 2014",Loan,Ireland,8780,Sligo Rovers ,24595,75 Th. â‚¬,Joseph Cyrille Ndo,14/15,Ireland,4286,Limerick FC 
"Jan 1, 2010",Free transfer,Ireland,9211,Bohemians ,24595,70 Th. â‚¬,Joseph Cyrille Ndo,09/10,Ireland,8780,Sligo Rovers 
"Jan 1, 2009",?,Ireland,1189,St. Patricks ,24595,70 Th. â‚¬,Joseph Cyrille Ndo,08/09,Ireland,9211,Bohemians 
"Dec 1, 2008",End of loan,Ireland,3258,Shamrock Rovers ,24595,70 Th. â‚¬,Joseph Cyrille Ndo,08/09,Ireland,1189,St. Patricks 
"Jul 1, 2008",Loan,Ireland,1189,St. Patricks ,24595,-,Joseph Cyrille Ndo,08/09,Ireland,3258,Shamrock Rovers 
"Dec 1, 2006",Free transfer,Ireland,3909,Shelbourne ,24595,-,Joseph Cyrille Ndo,06/07,Ireland,1189,St. Patricks 
"Jul 1, 2004",?,Ireland,1189,St. Patricks ,24595,-,Joseph Cyrille Ndo,04/05,Ireland,3909,Shelbourne 
"Jan 1, 2004",?,Cameroon,3346,FC Canon ,24595,-,Joseph Cyrille Ndo,03/04,Ireland,1189,St. Patricks 
"Jan 1, 1999",?,Cameroon,4675,Cotonsport ,24595,-,Joseph Cyrille Ndo,98/99,Switzerland,625,NeuchÃ¢tel Xamax 
"Jul 1, 1998",?,France,667,R. Strasbourg ,24595,-,Joseph Cyrille Ndo,98/99,Cameroon,3346,FC Canon 
"Jul 1, 1997",?,Switzerland,625,NeuchÃ¢tel Xamax ,24595,-,Joseph Cyrille Ndo,97/98,France,667,R. Strasbourg 
"Jan 1, 1997",?,Cameroon,3346,FC Canon ,24595,-,Joseph Cyrille Ndo,96/97,Cameroon,4675,Cotonsport 
"Jan 1, 2012",Free transfer,Ireland,4277,Drogheda United ,24596,25 Th. €,Dave Rogers,11/12,Ireland,31093,Woodview Celtic FC 
"Jul 1, 2011",Free transfer,Ireland,14814,Monaghan United ,24596,25 Th. €,Dave Rogers,11/12,Ireland,4277,Drogheda United 
"Jan 1, 2011",Free transfer,Ireland,4286,Limerick FC ,24596,25 Th. €,Dave Rogers,10/11,Ireland,14814,Monaghan United 
"Jul 1, 2010",Free transfer,Ireland,27774,Cork City ,24596,25 Th. €,Dave Rogers,10/11,Ireland,4286,Limerick FC 
"Jan 1, 2010",Free transfer,Northern Ireland,4421,Lisburn FC ,24596,25 Th. €,Dave Rogers,09/10,Ireland,27774,Cork City 
"Jul 1, 2009",-,Northern Ireland,515,Unattached ,24596,25 Th. €,Dave Rogers,09/10,,4421,Lisburn FC 
"May 1, 2009",-,Ireland,6066,Dundalk FC ,24596,25 Th. €,Dave Rogers,08/09,,515,Unattached 
"Jan 1, 2009",Free transfer,Ireland,1189,St. Patricks ,24596,25 Th. €,Dave Rogers,08/09,Ireland,6066,Dundalk FC 
"Jun 30, 2008",End of loan,Ireland,18232,Sporting Fingal ,24596,100 Th. €,Dave Rogers,07/08,Ireland,1189,St. Patricks 
"Feb 1, 2008",Loan,Ireland,1189,St. Patricks ,24596,100 Th. €,Dave Rogers,07/08,Ireland,18232,Sporting Fingal 
"Jul 1, 2007",Free transfer,Northern Ireland,920,Derry City ,24596,100 Th. €,Dave Rogers,07/08,Ireland,1189,St. Patricks 
