date,fee,fromCountry,fromTeamId,fromTeamName,id,mv,playerName,season,toCountry,toTeamId,toTeamName
"Feb 4, 2016","1,10 Mill. €",Sweden,1044,Djurgardens IF ,142208,"1,40 Mill. €",Emil Bergström,15/16,Russia,2698,Rubin Kazan 
"Jan 1, 2011",-,Sweden,8858,Djurgardens U19 ,142208,-,Emil Bergström,10/11,Sweden,1044,Djurgardens IF 
"Jul 1, 2008",-,Sweden,42543,IF Bromma U17 ,142208,-,Emil Bergström,08/09,Sweden,8858,Djurgardens U19 
"Feb 10, 2016",?,Ukraine,10690,Zorya Lugansk ,156128,"1,20 Mill. €",Andriy Pylyavsky,15/16,Russia,2698,Rubin Kazan 
"Aug 12, 2014",?,Israel,1064,Maccabi Haifa ,156128,400 Th. €,Andriy Pylyavsky,14/15,Ukraine,10690,Zorya Lugansk 
"Jun 30, 2012",End of loan,Israel,3793,B. Jerusalem ,156128,400 Th. €,Andriy Pylyavsky,11/12,Israel,1064,Maccabi Haifa 
"Aug 1, 2011",Loan,Israel,1064,Maccabi Haifa ,156128,700 Th. €,Andriy Pylyavsky,11/12,Israel,3793,B. Jerusalem 
"Jan 1, 2011",75 Th. €,Ukraine,20423,Nyva Vinnytsa ,156128,350 Th. €,Andriy Pylyavsky,10/11,Israel,1064,Maccabi Haifa 
"Jul 1, 2009",Free transfer,Ukraine,6613,Nafkom Brovary ,156128,-,Andriy Pylyavsky,09/10,Ukraine,20423,Nyva Vinnytsa 
"Jul 1, 2008",-,Ukraine,515,Unattached ,156128,-,Andriy Pylyavsky,08/09,,6613,Nafkom Brovary 
"Jul 1, 2007",-,Ukraine,12663,Arsenal Kiew II ,156128,-,Andriy Pylyavsky,07/08,,515,Unattached 
"Jul 1, 2005",Free transfer,Ukraine,31606,Shakhtar Donetsk U17 ,156128,-,Andriy Pylyavsky,05/06,Ukraine,12663,Arsenal Kiew II 
"Jan 1, 2016",Free transfer,Russia,40280,Spartak 2 ,157227,150 Th. €,Vladimir Zubarev,15/16,Russia,28095,FK Ufa 
"Jul 1, 2013",-,Russia,6189,Spartak Moskow II ,157227,100 Th. €,Vladimir Zubarev,13/14,Russia,40280,Spartak 2 
"Jul 1, 2010",-,Russia,14301,Spartak Moscow U19 ,157227,-,Vladimir Zubarev,10/11,Russia,6189,Spartak Moskow II 
"Jul 1, 2015",150 Th. €,Serbia,159,Red Star ,168952,750 Th. €,Darko Lazic,15/16,Russia,2700,Anzhi 
