clubId,league,name
4052,AJ1,FC Hansa Rostock U19
8663,AJ1,FC Carl Zeiss Jena U19
2486,AJ1,FC St. Pauli U19
2492,AJ1,FC Energie Cottbus U19
2663,AJ1,Hannover 96 U19
2827,AJ1,Hertha BSC U19
4270,AJ1,VfL Osnabrück U19
6202,AJ1,Chemnitzer FC U19
6869,AJ1,Holstein Kiel U19
7680,AJ1,Rot-Weiß Erfurt U19
8750,AJ1,Hallescher FC U19
1464,AJ2,Borussia Dortmund U19
3862,AJ2,VfL Bochum U19
1461,AJ2,1.FC Köln U19
2758,AJ2,MSV Duisburg U19
4121,AJ2,Borussia Mönchengladbach U19
4269,AJ2,Rot-Weiss Essen U19
4556,AJ2,Arminia Bielefeld U19
4713,AJ2,Bayer 04 Leverkusen U19
5295,AJ2,Alemannia Aachen U19
6675,AJ2,Fortuna Düsseldorf U19
7382,AJ2,Rot-Weiß Oberhausen U19
10029,AJ2,Preußen Münster U19
16521,AJ2,SC Fortuna Köln U19
1463,AJ2,FC Schalke 04 U19
2613,AJ3,1.FC Nürnberg U19
2517,AJ3,VfB Stuttgart U19
2612,AJ3,SpVgg Greuther Fürth U19
6760,AJ3,Stuttgarter Kickers U19
8925,AJ3,TSG 1899 Hoffenheim U19
4780,AJ3,FC Augsburg U19
1462,AJ3,FC Bayern Munich U19
8207,AJ3,SpVgg Unterhaching U19
2510,AJ3,TSV 1860 München U19
4042,AJ3,SC Freiburg U19
5369,AJ3,1.FSV Mainz 05 U19
5370,AJ3,Karlsruher SC U19
5372,AJ3,Eintracht Frankfurt U19
8274,AJ3,FSV Frankfurt U19
11008,ITJ1,Juventus Primavera
11676,ITJ1,Cagliari Primavera
12130,ITJ1,FC Turin Primavera
12001,ITJ1,Sampdoria Primavera
12863,ITJ1,Siena Berretti
8505,ITJ1,AC Florenz Primavera
14922,ITJ1,Grosseto Juniores
26370,ITJ1,Pro Vercelli Primavera
8492,ITJ1,Empoli Primavera
5243,ITJ1,Parma Juniores
8517,ITJ1,FC Genua Primavera
27018,ITJ1,Novara Primavera
14893,ITJ1,Spezia Primavera
12813,ITJ1,Livorno Primavera
10958,ITJ2,AC Milan U19
5380,ITJ2,Inter Milan Primavera
11998,ITJ2,Atalanta Primavera
14848,ITJ2,Bologna Primavera
14845,ITJ2,Chievo Primavera
26331,ITJ2,Varese Juniores
10959,ITJ2,Udinese Primavera
14908,ITJ2,Modena Primavera
16996,ITJ2,Hellas Primavera
19099,ITJ2,Cittadella Berretti
15099,ITJ2,Padova Berretti
19114,ITJ2,US Sassuolo Primavera
14829,ITJ2,Brescia Primavera
20106,ITJ2,Cesena Primavera
11493,ITJ3,Palermo Primavera
12819,ITJ3,Napoli Primavera
14907,ITJ3,Bari Primavera
14843,ITJ3,Catania Berretti
11997,ITJ3,AS Roma Primavera
12816,ITJ3,Lazio Primavera
14925,ITJ3,Vicenza Primavera
14909,ITJ3,Ascoli Picchio Primavera
12000,ITJ3,Reggio Calabria Juniores
22336,ITJ3,Juve Stabia Berretti
8525,ITJ3,Pescara Primavera
26347,ITJ3,Virtus Lanciano Primavera
8513,ITJ3,Ternana Primavera
25964,ITJ3,Crotone Primavera
