6962,Muharrem Uz
17193,Nenad Eric
21129,Vit Turtenwald
21767,Alain Bono
24994,Roman Gerus
33457,Khalifa Ba
34828,Moses Sakyi
35974,Aleksey Belkin
36124,Uros Milosavljevic
43374,Ruslan Solyanyk
43442,David Loria
43445,Maksim Zhalmagambetov
43450,Anton Chichulin
44215,Josip Bonacin
44268,Andrei Corneencov
44314,Mladen Hasija
46184,Aleksandar Vasiljevic
46288,Aldin Dzidic
46691,Predrag Govedarica
48484,Artem Fomin
48551,Vitali Shumeyko
48751,Dmitri Kozlov
48982,Igor Bugaev
50261,Nikica Gacesa
50411,Ivan Grabovac
50490,David Davidson
51531,Artem Kasyanov
55981,Giorgi Peikrishvili
57014,Denis Ilescu
57357,Sergey Boychenko
58142,Aleksey Suchkov
58917,Anton Zemlyanukhin
59981,Armen Akopyan
60205,Mikhail Rozhkov
61392,Viktor Myagkov
63150,Maksim Malakhovski
63509,Jevgeni Novikov
64018,Valeriu Andronic
77633,Mohamed Larbi Arouri
86335,Artem Kirbyatjev
86337,Azat Ersalimov
86350,Oleg Sabirov
86463,Askhat Borantayev
86712,Denis Ledenev
86722,Zaynitdin Tadjiyev
88027,Bojan Trkulja
89365,Irakli Tsikolia
96087,Evgeni Averchenko
98873,Dauren Zhatekov
98893,Maksat Akhanov
98900,Evgeni Goryachi
98901,Sanat Shalekenov
98903,Evgeni Tarasov
106193,Sergey Nyukhalov
107394,Vyacheslav Erbes
114851,Sergey Khizhnichenko
117979,Aleksandr Andreev
117989,Dmitri Shomko
117993,Vladimir Noskov
118794,Timur Bayzhanov
119068,Erlen Bekmukhayev
119069,Dmitri Cheremnykh
119070,Timur Dosmagambetov
119071,Bakhyt Gainullin
119072,Rasim Guseinov
119073,Kirill Keker
119074,Aleksey Malyshev
119075,Serghei Cuznetov
119079,Ermek Nurgaliyev
119083,Ivan Sivozhelezov
120167,Geysar Alekperzade
120277,Ermek Kuantayev
125187,Sergey Glazyukov
135927,Aleksey Makarov
135929,Samat Otarbayev
135931,Talgat Adyrbekov
135935,Vitali Goloveshkin
135936,Ulan Konysbayev
135943,Evgeni Chikrizov
135945,Aslan Darabayev
135946,Damir Dautov
135947,Grigori Dubkov
135953,Akzhol Serikzhanov
135956,Nikita Kalmykov
135957,Andrey Zaporoshchenko
135961,Vyacheslav Serdyukov
135963,Sergey Schaff
135965,Telman Zununov
135969,Galymzhan Alimbayev
140575,Denis Rodionov
141497,Aleksey Mikhailyuk
145606,Nurtas Kurgulin
