17146,Stephen Makinwa
27883,Matija Kristic
27902,Enes Novinic
27909,Tomislav Pelin
34517,Dario Jertec
35633,Jiri Jeslinek
44277,Lorenzo Pasqualini
46407,Bozidar Radosevic
46494,Stjepan Babic
47080,Nenad Sreckovic
47209,Martin Saban
47445,Ante Mitrovic
50164,Sead Hadzibulic
50189,Damir Rasic
51141,Aleksandar Lazevski
51143,Nikola Petrovic
58327,Dudu Biton
60453,Uros Delic
64629,Miodrag Mitrović
68205,Antun Palic
72401,Tomislav Juric
80814,Hrvoje Spahija
91564,Nenad Dedic
98421,Benjamin Morel
111513,Antonin Trilles
115781,Alexander Caputo
119150,Mislav Orsic
130399,Luigi Palumbo
133822,Ivan Lendric
133823,Mario Babic
145208,Kruno Ivancic
150552,Alberto Gallinetta
151291,Sintayehu Sallalich
154565,Stefan Baric
157298,Daniele Ferri
157492,Jorrin John
159342,Kevin Kauber
163279,Matteo Boccaccini
165888,Sead Jakupovic
165898,Giuseppe Ruggiero
166086,Amar Rahmanovic
168346,Nana Welbeck
174521,Marko Jakolic
174563,Nikola Zizic
175411,Daniele Gragnoli
179899,Tomislav Kis
183847,Sven Dodlek
186653,Ante Mrmic
187080,Hrvoje Cubic
190268,Veljko Simic
190513,Vykintas Slivka
192284,Ivan Antolek
199252,Alessio Innocenti
199628,Simone Napoli
204232,Matic Cretnik
204456,Igor Barukcic
207031,Sanin Muminovic
207035,Marko Perkovic
216601,Luka Gajic
216672,Dejan Polic
221621,Filip Petanjek
224094,Ramón Soria
224900,Jure Srnec
226058,Luka Bogdan
226178,Valon Ahmedi
227015,Toni Datkovic
230251,Alen Buksek
233545,Alan Hocevar
235788,Denis Bajalica
235803,Felice Di Cecco
238313,Josip Balic
242723,Favour Aniekan
242724,Ezekiel Henty
245049,Marko Krivicic
245050,Zan Kumer
245063,Nik Mrsic
245101,Matic Zupanc
255677,Rok Jazbec
256135,Edvin Cirikovic
256966,Sunny Omoregie
257430,Dejan Pesevski
264693,Aleks Petrovcic
266672,Blaz Zbicajnik
271057,Matej Potokar
280308,Patrick Posavac
280375,Ziga Zivko
284619,Marko Kuntaric
285603,Jure Papez
289814,Eros Grezda
289865,Nikola Maksimovic
290698,Dejan Vokic
290775,Lovro Benic
300382,Niko Adamic
300524,Gal Primc
312753,Robert Brdar
317467,Lovro Cvek
317670,Dusan Stoiljkovic
317758,Adnan Basic
320860,Janez Pisek
320871,Rok Vodisek
329320,Gasper Kurez
330669,Tilen Nagode
331708,Bede Amarachi Osuji
335385,Sebastijan Antic
336220,Jernej Gvardjancic
340213,Florin Burcea
341664,Jan Novak
341696,Zan Nikolic
346694,Marko  Klemencic
346696,Safet  Gavranovic
347075,Primoz Buzan
347076,Timotej Mate
347077,David Vidakovic
348229,Blessing Eleke
348230,Deni Blazevic
348265,Robert Pusaver
348876,Nikola Kolarek
348879,Branimir Spicar
348881,David Magdic
348882,Patrick Petrovic
348948,Rok Zorko
348950,Blaz Dobaj
349014,Antonio Brzoja
349015,Ivan Novoselec
349854,Alen Koprivec
351790,Semin Omerovic
354001,Yuto Kubo
356657,Eito Furuyama
356936,Jon Sporn
364581,Mateo Monjac
371544,Luka Bele
373045,Martin Cesar
374327,Tine Hlede
378128,Metod Jurhar
