7810,Óscar Morales
7988,Jesús Munoz
9821,Angelos Basinas
15511,Robinho
19962,Franco Costanzo
20007,Pablo Zabaleta
20065,Ricardo Bóvio
22202,Diego Milito
25461,Javier Flaño
26079,Nenad Mirosavljevic
26101,Cicinho
26443,Jonás Gutiérrez
26744,Leonardo Pisculichi
27420,Roberto Sousa
29055,Jesús Gámez
29087,Santiago Carpintero
29129,José de la Cuesta
29131,Raúl López González
29136,Matías Pavoni
29137,Abraham Paz
29138,Manolo Pérez
29140,Roberto Suárez
29141,Alejandro Varela
29143,Oli
29146,Enrique Ortiz
29147,Jonathan Sesma
29179,José María Mena
30749,Mariano Barbosa
30787,Lucas Lobos
30881,Óscar Limia
32233,Carlos Diogo
33531,Sebastián Viera
33544,Antonio Valencia
34279,Sebastián Taborda
34558,Iván Carril
34565,Senel
34643,Dalibor Stevanovic
35283,Iago Iglesias
35511,Fabián Estoyanoff
35512,Javier Paredes
35513,Arthuro
35514,Alexander Medina
35517,Albert Yagüe
35518,David Silva
35520,Ibon Gutiérrez
35521,Adrián Peralta
35523,José Ignacio Zahinos
35534,Juanjo
35535,Samuel Fernández
35539,Mehdi Lacen
35541,Roberto Santamaría
35547,Fran Moreno
35548,Fernando Amorebieta
35549,Asier Ormazábal
35550,Eder
35552,Daniel Cifuentes
35553,Pablo Paredes
35554,Ustaritz
35556,David de Paula
35559,Gaizka Garitano
35561,Chus Herrero
35562,Ángel Lafita
35565,David Lizoain
35566,Mikel Dañobeitia
35570,Gontzal
35571,José Enrique
35640,Javier Balboa
35773,Carlos Vela
35939,Ezequiel Garay
36206,Élton
36812,Blagoy Georgiev
37337,Mario Suárez
37340,Antonio Tomás
37397,José Ángel Crespo
37399,Manu del Moral
37536,Diego Tardelli
37558,Guillermo Franco
37892,Jon Ansotegi
37942,Ho-Jin Lee
38193,Iñigo Díaz de Cerio
38371,Luciano Vella
39005,Manuel Blanco
39010,Jordi Gómez
39672,Urko Arroyo
39676,Rufino Segovia
39684,Javi Rubio
39788,Bruno Herrero
39826,Chapi
40437,Julián Vara
40442,Paco Montañés
51521,Raúl Navas
57791,Diego Castro
63597,Antonio Vera
71184,Mikel Martins
71779,Andoitz Galdós
72252,Antonio Moreno
